,Name,Institution(s),Country/Territory,Researcher ID,Keywords,Other Names
"University of Wisconsin - Madison ; King Abdulaziz University, KAU  ",United States ,F-8778-2011,"medical devices, sensors and instrumentation  ",
940,Kwon Glen   ,,,
"University of Wisconsin - Madison ; King Abdulaziz University, Jeddah, Saudi Arabia  ",United States ,A-1919-2014,,
941,Jäncke Lutz   ,,,
university Zurich ; King Abdulaziz University KAU  ,Switzerland ,D-2910-2013,,"Jancke, Jaencke  "
942,Hashmi A.   ,,,
"Universtiät Heidelberg ; King Abdulaziz University, Jeddah, Saudi Arabia  ",Germany ,B-5188-2013,,
943,Matas Jose   ,,,
"UPC Universitat Politècnica de Catalunya ; King Abdulaziz University, Jeddah, Saudi Arabia KAU  ",Spain ,I-2326-2014,"active filter, microgrid, grid connected inverters, sliding mode control, feedback control, nonlinear adaptive and robust controls  ",
944,Hagfeldt Anders  ,,,
Uppsala University ; King Abdulaziz University KAU  ,Sweden ,B-8123-2014,,
945,Shay Jerry   ,,,
UT Southwestern Medical Center ; King Abdulaziz University  ,United States ,F-7878-2011,,
946,Van Tubergen Frank   ,,,
Utrecht University ; King Abdulaziz University  ,Netherlands ,B-7885-2013,,
947,van Dieën Jaap  ,,,
"VU University Amsterdam ; King Abdulaziz University, Jeddah, Saudi Arabia  ",Netherlands ,B-3937-2013,"biomechanics, human movement, musculoskeletal disorders, ageing  ","vanDieen, Dieen, Dieën, vanDieën, van Dieen  "
948,Ishii Hitoshi   ,,,
"Waseda University ; King Abdulaziz University, KAU (Adjunct Professor)  ",Japan ,A-6156-2012,"partial differential equations , nonlinear functional analysis, optimal control problems, viscosity solutions  ","Ishii, H.  "
949,Weinstock George   ,,,
"Washington University in St Louis ; King Abdulaziz University, Jeddah, Saudi Arabia  ",United States ,C-6314-2013,"genetics, genomics, human genetics, dna sequencing, bioinformatics  ",
950,Yu jiaguo   ,,,
Wuhan University of Technology ; King Abdulaziz University_Jeddah_Saudi Arabia  ,China ,G-4317-2010,"photocatalysis, photocatalysis and catalysis, photocatalysis and heterogeneous catalysis, photocatalysis, water splitting, artificial photosynthesis, photocatalyst, photocatalyst, photocatalyst modification, dye-sensitized solar cell, dye-sensitized solar cells, hollow sphere, hollow and porous nanostructures, adsorption, sorption, adsorption kinetics, adsorption equilibrium, adsorbents  ",
951,Abdalla R   ,,,
York University ; King Abdulaziz University  ,Canada ,A-9053-2008,"gis, diaster management, flood,  ",Rifaat Abdalla  
1,Thomassen Carsten   ,,,
Technical University of Denmark/King Abdulaziz University  ,Denmark ,A-5603-2012,,
1,Wang Xiaodong   ,,,
Columbia University ; King Abdul Aziz University  ,United States ,F-9229-2011,"signal processing, telecommunications, bioinformatics  ",
81,Scuseria Gustavo   ,,,
Rice University ; King Abdul Aziz University  ,United States ,F-6508-2011,quantum chemistry  ,
82,Beall Gary   ,,,
Texas State University-San Marcos ; King Abdul Aziz University  ,United States ,C-8802-2012,,
83,Atluri Satya   ,,,
"University of CA, Irvine ; King Abdul Aziz University, KAU  ",United States ,D-1386-2011,"multidisciplinary engineering, computer science  ",SN Atluri  
84,Somerville Christopher   ,,,
University of California Berkeley ; King Abdul Aziz University (KAU)  ,United States ,A-4048-2009,"arabidopsis, cellulose, lipid, biofuels  ","C Somerville, CR Somerville, Chris Somerville, Chris R Somerville  "
85,Haddon Robert   ,,,
"University of California, Riverside / King Abdulaziz University ; King Abdul Aziz University  ",United States ,A-2528-2008,,
86,Dermitzakis Emmanouil   ,,,
University of Geneva Medical School (CMU) ; King Abdul Aziz University  ,Switzerland ,B-7687-2013,,
87,Kemerer Chris   ,,,
"University of Pittsburgh ; King Abdul Aziz University, KAU  ",United States ,F-7118-2011,"software engineering, software engineering metrics, software economics, technology adoption  ","Kemerer, C.F., Kemerer, C., Kemerer, Chris  "
88,John Sajeev   ,,,
"University of Toronto (St. George campus) ; King Abdul Aziz University, Jeddah, Kingdom of Saudi Arabia  ",Canada ,C-8772-2013,,
89,Zuilhof Han   ,,,
"Wageningen University (WUR) ; King Abdul Aziz University, KAU  ",Netherlands ,C-3892-2012
